차세대 무선 접속망,Next Generation Radio Access Network,NG-RAN,," 이동 통신 사실 표준화 기구 3GPP에서 제정한 5세대 이동 통신 NR(New Radio) 기술 기반의 무선 접속망.
NG-RAN은 5G NR은 물론 기존 LTE 무선 접속을 모두 수용하는 형태로 설계되어 있어, 5G NR 기지국(gNodeB) 및 LTE E-UTRA 기지국(eNodeB)을 포함한다.

 5G 이동 통신 시스템(5GS: 5G System)은 크게 5G 무선 접속망 NG-RAN과 5G 핵심망(5GC: 5G Core network)으로 구성되고, NG-RAN은 5G NR(New Radio), 단말기, 기지국(eNodeB 및 gNodeB)로 구성된다. 기지국 간에는 Xn 인터페이스로 연결되며, 기지국과 5G 핵심망(5GC)은 NG 인터페이스로 연결된다.
NG-RAN에서 기지국은 다음과 같은 형태로 구성될 수 있다.
 (1) 5G 기지국 gNodeB만으로 구성된 형태
 (2) LTE 기지국 eNodeB만으로 구성된 형태
 (3) gNodeB와 eNodeB(보조)로 혼합된 형태로, gNodeB가 주도적인 역할을 수행하면서 사용자 평면(user plane)과 제어 평면(control plane) 데이터를 모두 처리하고, eNodeB는 보조적으로 사용자 평면만 처리한다.
 (4) eNodeB와 gNodeB(보조)로 혼합된 형태로, eNodeB가 주도적인 역할을 수행하면서 사용자 평면과 제어 평면을 모두 처리하고, gNodeB는 보조적으로 사용자 평면만 처리한다."
앵귤러제이에스,AngularJS,,,"웹 애플리케이션 개발에 사용되는 자바스크립트 프레임워크.
모델·뷰·컨트롤러(MVC: Model-View-Controller) 개발 방식을 지원하여 웹 애플리케이션 개발 시 소스 코드 구현 시간이 단축되고, 코드를 재사용할 수 있으며 유지보수의 효율성이 향상된다. 구글(Google)사에서 개발하였으며, 공개 소스이다. 2010년 처음 배포되었다.

웹 애플리케이션(웹 앱) 내에서 데이터를 관리하고 화면을 구성하기 위해서는 jQuery 같은 자바스크립트 라이브러리를 활용해서 일일히 데이터 바인딩(data binding) 코드를 작성해서 구현해야 한다. 하지만 AngularJS는 단일 웹 페이지의 UI에 업데이트된 데이터를 반영하거나 사용자의 입력에 따라 동적으로 특정 UI를 수정할 때 이미 선언된 데이터 바인딩만으로 자동 관리할 수 있게 한다.
※ 데이터 바인딩(data binding): 입력되는 값과 출력될 값을 일치(동기화)시키는 방법

 <input ng-model='a.text'> <!-- 사용자 입력 박스창 -->
 <p>{{a.text}}, World</p>  <!-- 박스창에 입력된 값이 표시됨 -->"
리액트제이에스,ReactJS,,,"단일 웹 페이지나 모바일 앱에서 사용자 인터페이스 중 화면에 표시되는 뷰 부분의 개발에 사용되는 자바스크립트 라이브러리.
페이스북(Facebook)에서 개발하여 2013년 처음 배포하였고, 공개 소스이다. 모델·뷰·컨트롤러(MVC: Model-View-Controller) 개발 요소 중 뷰(view)만 제공하며, 기존의 웹 기술 HTML, CSS 등과 결합하여 사용할 수 있어 확장성이 뛰어나다. 개발자는 자바스크립트만으로도 개발할 수 있어 사용이 편리하다.

ReactJS와 유사한 앵귤러제이에스(AngularJS)나 백본제이에스(backboneJS) 등은 모델·뷰·컨트롤러(MVC) 개발 방식 기반이다. 개발자는 자바스크립트 이외 별도의 스크립트를 배워야 하고, 다른 라이브러리를 같이 사용하여 개발할 수 없다. 이에 반해 ReactJS 라이브러리를 이용하면, 자바스크립트만으로도 웹 소프트웨어를 개발할 수 있고, 기존의 웹 기술을 결합하여 ‘뷰’ 부분만을 효율적으로 개발할 수 있다. 그리고 문서 객체 모델(DOM: Document Object Model) 구조가 매우 복잡한 단일 웹 페이지에서 특정 요소가 변경되었을 때 웹 페이지 전체를 다시 렌더링하는 것이 아니라 가상(Virtual) DOM 모델을 제시하여 가상 DOM이 실제 DOM을 모니터링하면서 변경된 부분만 렌더링하게 하여 불필요한 자원의 소모를 줄이고 웹 앱 성능을 향상시킬 수 있다.
ReactJS 라이브러리에서 컴포넌트는 JSX(JavaScript XML)라는 HTML과 유사한 형태의 태그를 이용해 구성할 수 있으며, 컴포넌트 객체 기반으로 UI를 관리할 수 있다."
모델·뷰·컨트롤러,Model-View-Controller,MVC,,"소프트웨어 설계에서 세 가지 구성 요소인 모델(Model), 뷰(View), 컨트롤러(Controller)를 이용한 설계 방식. 모델은 소프트웨어 내에서 데이터를 의미하고, 뷰는 사용자에게 보이는 화면 내용을 의미한다. 이러한 모델과 뷰의 상호 작용을 관리하는 것이 컨트롤러이다.
예를 들어, 사용자의 입력이 컨트롤러로 들어오면 컨트롤러는 모델에서 데이터를 불러오고, 해당 데이터를 뷰를 통해 화면으로 출력한다. 모델, 뷰, 컨트롤러가 기능별로 독립적으로 분리되어 있어서 여러 명의 개발자가 동시에 각각의 기능을 개발할 수 있고, 일부 기능이 추가될 경우도 기존의 구성 요소를 재사용할 수 있어 코드 재사용성이 향상된다.
MVC 모델을 웹 애플리케이션에 쉽게 적용할 수 있는 라이브러리로는 AngularJS, EmberJS, JavaScriptMVC,BackboneJS등이 있다.
MVC의 변형 형태로 모델·뷰·프리젠터(MVP: Model-View-Presenter), 모델·뷰·뷰모델(MVVM: Model-View-ViewModel) 등이 있다. MVC 유형에서 뷰와 모델은 정확히 분리되지만, 컨트롤러가 뷰의 구성에 상당 부분 관여하는 경우가 있어 각각의 독립성이 다소 떨어지는 문제가 발생할 수 있다. 이를 해결하기 위해 컨트롤러의 뷰 구성 기능은 모두 뷰 자체에 맡기고 프리젠터(presenter)가 모델과 뷰 사이의 인터페이스 역할만을 하도록 하는 것이 MVP이고, 데이터 바인딩 기반으로 뷰가 뷰모델과 인터페이스하도록 제한을 두는 것이 MVVM이다."
프로그레시브 웹 앱,Progressive Web App,,,"인터넷이 연결되지 않아도 웹 브라우저에서 이용할 수 있고 모바일 앱의 푸시 알림 기능 등을 지원하는 애플리케이션.
웹과 다운로드형의 모바일 앱의 장점을 이용했다는 면에서 하이브리드 앱과 유사하지만, 하이브리드 앱은 앱 마켓(스토어)에서 다운받아 설치한 후 사용하는 반면, 프로그레시브 웹 앱은 브라우저에서 바로 사용한다.

기존의 웹 앱은 인터넷에 연결되어 있는 경우에만 사용할 수 있어서 모바일 앱만큼 사용자에게 다양한 기능을 제공하지 못했다. 이러한 웹 앱의 단점을 해결하기 위해 구글(Google) 개발자들이 주축이 되어 2015년 프로그레시브 웹 앱을 만들었다.
PWA에서는 사용자가 임의 URL의 웹 앱에 한 번 접속하면 해당 앱의 기본이 되는 소스가 브라우저의 캐시에 다운로드된다. 이후 그 URL에 다시 방문하면 캐시에 다운로드된 소스가 실행되어 훨씬 빠르게 앱이 구동되고, 오프라인에서도 일부 기능이 사용된다. PWA 구현 기술로 매니페스트(Manifest), 앱캐시(AppCache), 서비스 워커(Service Workers) 등이 사용된다. 매니페스트(Manifest)는 W3C 표준으로 앱의 이름과 관련 설정 등을 저장하기 위한 메타데이터 관련 기술이며, 앱캐시(AppCache)는 오프라인에서도 앱을 구동시키기 위한 브라우저 저장 기술이다. 서비스 워커(Service Workers)는 푸시 알림 기능과 백그라운드 실행 기능을 구현하는 기술이다.
앱은 사용자가 앱 마켓(스토어)에서 다운로드하여 설치해야 하는 번거로움이 있고, 모바일 웹은 앱의 기능을 활용하는 데에 제약이 있다. 이 때문에 둘의 단점을 보완한 프로그레시브 웹 앱의 활용이 점차 늘어나고 있다."
신경망 기계 번역,Neural Machine Translation,NMT,인공신경망 기계 번역,"원문 번역의 전 과정을 인공 신경망으로 처리하는 기계 번역.
주로 심층 신경망(DNN: Deep Neural Network)을 사용한다.

전통적으로 기계 번역에는 단어 사전과 번역 규칙을 이용하는 규칙 기반 기계 번역(RBMT: Rule-Based Machine Translation)과 원문과 해당 번역문에 대한 대량의 말뭉치(corpus) 데이터를 활용하는 통계적 기계 번역(SMT: Statistical Machine Translation)이 주로 사용되어 왔다. 2013년에 원문과 해당 번역문 사이의 관계를 인공 신경망으로 학습하는 방법이 개발되었으며, 기존의 통계적 기계 번역(SMT)보다 우수한 성능을 보였다.
신경망 기계 번역은 DNN의 여러 모델 중 주로 심층 순환 신경망(deep RNN: deep Recurrent Neural Network)을 사용하고 있으며, 기계 번역의 주류 기술이 되고 있다."
카렐 프로그래밍 언어,Karel programming language,,,"컴퓨터 프로그래밍 초보자를 위한 교육용 프로그래밍 언어.
격자(그리드) 구조에서 카렐이라는 작은 로봇을 좌우(수평) 상하(수직) 방향 이동, 90도 회전, 소리를 내는 비퍼(beeper)를 잡거나 놓기 등의 단순 명령으로 제어하는 프로그램을 작성할 수 있다.

미국의 리처드 패티스(Richard E. Pattis) 교수가 만들었으며, 1981년 저술한 책(Karel The Robot: A Gentle Introduction to the Art of Programming)에 소개하였다. 리처드 패티스는 '로봇(robot)' 단어를 도입한 체코의 작가 카렐 채펙(Karel Čapek) 이름을 따서 ‘카렐’이라고 하였다.
카렐 언어는 다섯 가지의 기본 명령어를 지원한다. 프로그램에서 카렐 로봇이 향한 방향으로 한 칸 이동시키는 명령어 ‘move’, 왼쪽으로 90° 회전시키는 명령어 ‘turnLeft’, 비퍼를 집게 하는 명령어 ‘pickBeeper’, 비퍼를 내려놓게 하는 명령어 ‘putBeeper’, 그리고 프로그램을 종료하는 명령어 ‘turnOff’이다. 또한 카렐 로봇의 이동 방향이나, 주위 장애물 또는 비퍼 존재 여부에 대하여 논리 연산자를 이용하여 질의할 수 있다.
카렐 언어는 다양한 소프트웨어 교육 도구에 영향을 끼쳤다. 대표적인 예로, 교육용 로보마인드(RoboMind) 소프트웨어, 인터랙티브 온라인 프로그래밍 학습 플랫폼 codeHS, 파이선(Python) 학습용 러플(RUR-PLE), 파이선과 자바스크립트 학습용 리보그 세상(Reeborg’s World) 등이 있다. 황병욱 교사가 학생 교육용으로 만든 플레이봇(Playbot)도 카렐 언어의 영향을 받았다."
언플러그드 컴퓨팅,Unplugged computing,,,"교사가 학생들에게 컴퓨터 없이 컴퓨터 과학의 원리를 가르치는 학습 방법.
‘언플러그드’란 말 그대로 컴퓨터 전원 플러그를 꽂지 않아 사용하지 않음을 의미한다. 주로 유치원생, 초등학생과 중학생을 대상으로 하며, 컴퓨터 대신 신체 활동이나 동전, 카드 등을 이용한 놀이를 통해 쉽고 재미있게 컴퓨터를 가르치는 것을 목적으로 한다."
로보틱 처리 자동화,Robotic Process Automation,RPA,로봇 프로세스 자동화,"업무 과정에 발생되는 데이터를 정형화하고 논리적으로 자동 수행하는 기술.
기업의 재무, 회계, 제조, 구매, 고객 관리 등에서 데이터 수집, 입력, 비교 등과 같이 반복되는 단순 업무를 자동화하여 빠르고 정밀하게 수행한다. 경영 전반의 업무 시간을 단축하고 비용을 절감할 수 있다.

지능형의 로봇 소프트웨어을 활용한 비즈니스 자동화 기술은 1990년대부터 웹 사이트 화면에서 필요한 정보를 수집하는 스크린 스크래핑(screen scraping)이나 업무 관련된 제반 사항을 자동으로 처리 관리하는 워크플로 자동화 등에 활용되었다.
일반 비즈니스 자동화는 인공 지능(AI)과 기계 학습(Machine Learning) 기술을 적용한 비즈니스 관리 위주의 프로세스로 구축된 반면, RPA는 최종 사용자의 관점에서 규칙 기반 비즈니스 프로세스로 설계되어 사람 대신 단순 반복 작업을 끊임없이 대량으로 수행한다. RPA는 현재 규칙이 확실하게 규정된 작업만 처리할 수 있고 사람의 판단력을 대체할 수준은 아니다. 기계 학습, 음성 인식, 자연어 처리와 같은 인지 기술을 적용하여 사람의 인지 능력이 필요한 의료 분야의 암 진단, 금융업계에서의 고객 자산 관리, 법률 판례 분석 등에도 활용될 수 있다."
웹 지급 결제,Web payments,,,"웹에서 신용카드, 현금카드 등 다양한 지급 결제 수단을 사용하여 지급 처리를 제공하는 기능에 대한 총칭.
월드와이드웹(W3C) 표준화 기구에서 웹 지급 결제 표준을 개발하고 있다.

웹상에서의 결제 처리 방식은 웹 사이트별로 결제 처리 방법이 상이하여 같은 정보를 반복 입력하거나, 결제 완료까지 복잡한 단계를 거쳐야 하는 경우가 많다. 모바일 웹상에서는 액티브엑스(ActiveX)가 지원되지 않아 더 많은 불편을 겪는다. 국내의 경우 대부분의 결제 서비스가 액티브엑스(ActiveX)를 사용하여 불편을 가중시켰다. 이를 해결하기 위해 W3C는 2015년 10월에 웹 지급 결제 작업 그룹(WPWG, Web Payments Working Group)을 설립하였다. WPWG는 PC와 모바일 단말에서 효율적이며 일관된 지급 결제 서비스 환경을 제공할 수 있는 웹 지급 결제 표준을 개발하고 있다. 애플(Apple), 삼성전자, 구글(Google), 알리바바(Alibaba), 마이크로소프트, 페이스북, 비자카드(Visa), 마스터카드(Mastercard) 등 지급 결제 서비스를 제공하는 글로벌 업체들이 참여하고 있다. 현재 구글(Google)의 크롬(Chrome), 애플(Apple)의 사파리(Safari), 마이크로소프트(Microsoft)의 에지(Edge), 삼성 인터넷 브라우저 등이 W3C의 웹 지급 결제 표준을 적용하여 서비스하고 있다."
웹 온톨로지 언어,Web Ontology Language,OWL,,"웹에서 표현되는 다양한 어휘 정보를 여러 웹 응용 프로그램들이 재활용할 수 있도록 지원하는 온톨로지 저작용 언어.
웹 분야에서는 온톨로지의 사물(thing) 중에서 어휘를 대상으로 하여, 웹 형식의 문서와 웹 응용 프로그램에서 어휘, 어휘 그룹, 어휘 관계를 논리적으로 풍부하고 유연하게 기술할 수 있는 장점이 있다.
"
웹 운영 체제,Web Operating System,"Web OS, WOS",," 웹 표준 기술 기반의 소프트웨어 개발 인터페이스를 제공하는 운영 체제.
표준을 따르므로 소프트웨어의 상호 호환성이 우수하고, 기기의 제조사별 특성이나 기술 사양에 영향 받지 않는다. PC, 스마트폰, 태블릿PC 등의 컴퓨팅 기기와 웹 서비스만을 위한 클라우드 단말, 스마트 TV, 냉장고 등의 스마트 가전제품에 사용된다. 대표적인 웹 운영 체제로 크롬 OS, 타이젠, 웹오에스(webOS) 등이 있다."
자연어 처리,Natural Language Processing,NLP,,"컴퓨터를 이용해 사람의 자연어를 분석하고 처리하는 기술.
요소 기술로 자연어 분석, 이해, 생성 등이 있으며, 정보 검색, 기계 번역, 질의응답 등 다양한 분야에 응용된다."
챗봇,Chatbot,,"채터봇(Chatterbot), 대화 로봇","문자 또는 음성으로 대화하는 기능이 있는 컴퓨터 프로그램 또는 인공 지능.
사람처럼 자연스러운 대화를 진행하기 위해 단어나 구(句)의 매칭만을 이용하는 단순한 챗봇부터 복잡하고 정교한 자연어 처리 기술을 적용한 챗봇까지 수준이 다양하다. 챗봇은 채터봇(chatterbot), 토크봇(talkbot) 등의 이름으로도 불린다."
온톨로지,Ontology,,,"존재하는 사물과 사물 간의 관계 및 여러 개념을 컴퓨터가 처리할 수 있는 형태로 표현하는 것.
어떤 일정 범위에서 사용되는 단어들의 개념, 특성, 연관 관계 등을 표현하여 단어에 대한 일반적 지식이 명시적으로 드러나고, 단어 간 관계 정의를 통해 문장의 의미를 파악할 수 있다. 스탠포드 대학의 그루버(Thomas A. Gruber) 교수는 온톨로지를 ‘일반적으로 개념화된 것을 형식적으로 명백하게 기술하는 명세(an explicit formal specification of a shared conceptualization)’라고 정의하였다(1992).
온톨로지는 인공 지능(AI), 시맨틱 웹(semantic web), 자연어 처리(NLP: Natural Language Processing), 문헌정보학 등 여러 분야에서 지식 처리, 공유, 재사용 등에 활용된다."
하이퍼텍스트 보안 전송 프로토콜,HyperText Transfer Protocol Secure,HTTPS,,"웹 클라이언트인 브라우저와 서버 간의 안전한 통신을 지원하기 위해 HTTP의 전송 계층에 암호 통신 규약을 적용한 웹 표준 기술.
암호 규약으로 전송 계층 보안(TLS: Transport Layer Security)이 사용되며, 정보 불법 도청이나 변조 등을 방지하여 안전하고 신뢰가 가는 통신을 제공한다.

HTTPS의 기본 목적은 웹 사이트 접근 인증과 데이터 무결성이다. 즉, 웹 브라우저와 서버 사이에 중간자가 침입하여 전달되는 정보를 도청하거나 조작하는 중간자 공격을 막기 위한 것이다. W3C 국제 표준화 기구는 웹의 안전한 사용 환경을 위해 2014년부터 주요 웹 브라우저 개발업체들과 HTTPS로 전환 사용을 협력하고 있다. 구글(Google), 페이스북(Facebook), 애플(Apple), 삼성전자 등 주요 글로벌 기업을 포함하여 많은 웹 서비스 기업들이 HTTPS로 전환하였다.
HTTP 인터넷 주소(URL)는 ‘http://'로 시작하고 기본 80번 포트를 사용한다. 반면, HTTPS 인터넷 주소(URL)은 'https://'로 시작하며(예: https://terms.tta.or.kr), 443번 포트를 기본으로 사용한다."
스리지피피,3rd Generation Partnership Project,3GPP,,이동 통신 표준을 제정하는 사실 표준화 기구.
지식 기반 시스템,Knowledge-Based Systems,KBS,,"특정 분야의 전문 지식으로 구성된 지식 베이스(knowledge base)에 기초한 추론으로 복잡한 문제를 해결하는 컴퓨터 시스템.

지식 기반 시스템은 인공 지능(AI) 초창기에 개발되었던 간단한 탐색 기반 기술의 한계인 영역 지식(domain knowledge)과 계산 능력의 부족을 극복하기 위해 제안되었다. 대표적인 지식 기반 시스템(KBS)의 예로 1970년대 개발된 분석화학 분야의 특정 문제 해결에 사용된 덴드럴(DENDRAL)과 혈액 감염 진단용 마이신(MYCIN) 등이 있다. 이러한 지식 기반 시스템은 특정 분야의 전문가를 모방해서 만들어져 전문가 시스템(expert system)이라고도 한다.
지식 기반 시스템(KBS)의 가장 큰 특징은 데이터인 ‘지식’과 알고리즘인 ‘추론’을 분리한 점이다. 지식 기반 시스템의 지식 베이스는 이프덴(if-then) 규칙, 명제 논리, 술어 논리, 확률론 등 다양한 형태에 기반할 수 있으며, 지식의 내용과는 독립적인 추론 엔진을 사용하여 문제를 해결한다."
반응형 웹,Responsive web,,," 단말의 종류와 화면 크기에 실시간 반응하여 웹 페이지를 최적화된 화면 구성으로 보여주는 웹.
 화면 크기에 대응하여 웹 페이지의 레이아웃이 바뀌는 반응형 웹과 달리 웹 페이지를 다양한 화면 크기별로 미리 제작하여 보여주는 ‘적응형 웹(Adaptive web)' 방식도 있다."
스마트 팜,Smart farm,,"스마트 농장, 스마트 온실, 스마트 축사, 스마트 양식장","농·림·축·수산물의 생산, 가공, 유통 단계에서 정보 통신 기술(ICT)을 접목하여 지능화된 농업 시스템.
사물 인터넷, 빅데이터, 인공 지능 등의 기술을 이용하여 농작물, 가축 및 수산물 등의 생육 환경을 적정하게 유지·관리하고, PC와 스마트폰 등으로 원격에서 자동 관리할 수 있어, 생산의 효율성뿐만 아니라 편리성도 높일 수 있다.

ICT 기술을 활용한 스마트팜 기술을 통해 환경 정보(온도·상대습도·광량·이산화탄소·토양 등) 및 생육 정보에 대한 정확한 데이터를 기반으로 생육 단계별 정밀한 관리와 예측 등이 가능하여 수확량, 품질 등을 향상시켜 수익성을 높일 수 있다. 또한, 노동력과 에너지를 효율적으로 관리함으로써 생산비를 절감할 수 있다. 예를 들면, 기존에는 작물에 관수할 때 직접 밸브를 열고 모터를 작동해야 했다면, 스마트 팜에서는 전자밸브가 설정값에 맞춰 자동으로 관수를 한다. 또한, 스마트 팜은 농·림·축·수산물의 상세한 생산 정보 이력을 관리할 수 있어 소비자 신뢰도를 높일 수 있다.
스마트 팜은 응용 분야에 따라 스마트 농장, 스마트 온실, 스마트 축사, 스마트 양식장 등의 이름으로 사용되고 있다."
초고신뢰∙저지연 통신,Ultra-Reliable and Low Latency Communications,URLLC,,"5세대 이동 통신(5G) 망에서 데이터 전송의 신뢰도가 매우 높고 지연 시간이 매우 짧은 통신.
이동 통신 국제 표준 IMT-2020의 사용 시나리오 중 하나이며, 자율 주행 자동차, 공장 자동화, 가상 현실 및 증강 현실, 원격 진료 등과 같은 서비스에 필요하다. IMT-2020 표준에서 URLLC의 기술 성능 요건으로 1 밀리초(ms) 이하의 지연 시간과 10-5의 데이터 전송 패킷 오류율을 정하고 있다."
면허 대역 지원 접속,License Assisted Access,LAA,,"엘티이(LTE) 이동 통신망에서 기지국이 면허 대역을 주요 요소 운반파로 사용하고, 면허 불필요 대역을 보조 요소 운반파로 사용하는 운반파 묶음(CA: Carrier Aggregation) 기술.

폭증하는 이동 통신 트래픽을 수용하기 위해 개발된 대역폭 확장 기술이다. 보조 요소 운반파(SCC) 관점에서 면허 대역을 사용하는 주요 요소 운반파(PCC)의 지원을 받아 무선 접속을 하기 때문에 LAA라고 부른다. 면허 불필요(unlicensed) 대역이 면허 대역의 보조 대역으로 사용되어 기지국에서 단말로의 하향 링크 데이터 전송 속도가 높아진다. 이동 통신 표준화 기구 3GPP에서 LAA 표준을 제정하였다.

단말은 항상 LTE 면허(licensed) 대역으로 통신하지만, 기지국은 망 상황에 따라 면허 대역과 면허 불필요(unlicensed) 대역을 사용하여 면허 대역의 트래픽 일부를 면허 불필요 대역으로 전송할 수 있다. 이때 면허 불필요 대역을 추가 사용하기 위해 여러 개의 요소 운반파(CC: Component Carrier)를 묶어(3GPP Release 13 표준은 최대 32개로 정함) 대역폭을 확장할 수 있는 운반파 묶음(CA) 기술이 사용된다.
LAA에서 면허 대역은 주요 요소 운반파(PCC: Primary CC)로서 중요한 제어 기능을 수행하고, 면허 불필요 대역은 보조 요소 운반파(SCC: Secondary CC)로 설정된다. SCC로 사용자 데이터를 추가하여 보낼 수 있어 데이터 전송 속도를 높이는 역할을 한다. LAA는 하향 링크 데이터 전송 속도를 높이는 장점이 있는 반면, 와이파이(Wi-Fi), 블루투스(Bluetooth) 등의 다양한 통신 시스템과 면허 불필요 대역을 함께 사용하여 시스템 간 간섭을 일으킬 수 있다. 이를 위해, 3GPP LTE 표준은 LAA 지원 기술로 채널 상태를 확인 후 빈 채널로 전송하는 LBT(Listen-before-talk), 우선순위에 따라 채널을 사용하는 동적 주파수 선택(DFS: Dynamic Frequency Selection) 등을 채택하였다(3GPP Release 13 LTE-LAA)."
하이브리드 빔 형성,Hybrid beamforming,,하이브리드 빔포밍,"기저 대역에서 채널의 상태 정보(CSI: Channel State Information)를 토대로 디지털 빔 형성을 한 후에 무선 주파수(RF) 체인을 거쳐 아날로그 빔 형성을 하는 기술.
디지털 빔 형성을 모든 안테나에 적용하는 것에 비해 상대적으로 비용이 적게 들며 복잡도가 낮다. 경로 손실이 큰 밀리미터파(millimeter wave) 대역에서 충분한 전송 거리를 얻기 위해 사용하는 대량 다중 입력 다중 출력(massive MIMO) 안테나 시스템에 효과적으로 적용될 수 있다.

5G 이동 통신에서는 대역폭이 넓은 채널을 사용하기 위하여 밀리미터파) 대역을 활용한다. 그러나 개별 안테나의 개구 면적이 작으면 밀리미터파의 경로 손실이 높아지는 문제가 있으므로, 송신단과 수신단에 massive MIMO 기술을 활용한 수십 개 이상의 안테나를 구축하여 경로 손실을 보상하고 대용량의 데이터를 송수신할 수 있도록 한다. 단, massive MIMO의 안테나 시스템을 디지털 빔 형성만으로 구현하는 경우 과도한 복잡도와 비용이 소요될 수 있어서 디지털 빔 형성 기술과 아날로그 빔 형성 기술의 장점을 결합한 하이브리드 빔 형성 기술을 활용한다."
차량∙사물 셀룰러 통신,Cellular Vehicle-to-Everything,"C-V2X, Cellular V2X",,"엘티이(LTE), 5G와 같은 셀룰러 이동 통신망을 통해 차량이 다른 차량이나 교통 인프라, 보행자, 네트워크 등과 정보를 서로 주고받는 차량 통신 기술.
이동 통신 표준화 기구 3GPP에서 2017년 LTE 기술을 활용한 Celluar V2X를 표준으로 채택하였다(3GPP Release 14).

차량이 보행자나 자전거 탑승자 등 개인(pedestrian)이 소지한 이동 단말, 다른 차량(vehicle), 도로 인프라(infrastructure) 등과 통신망을 통해 다른 차량의 정보나 교차로 통제 등 정보를 교환하여 차량 안전 향상, 자율 주행, 군집 주행 등에 활용하는 것을 차량·사물 통신(V2X)이라 한다. V2X의 무선 통신 시스템으로 IEEE 802.11p(Wi-Fi 표준 IEEE 802.11 계열) 기반의 차량 환경용 무선 접속(WAVE: Wireless Access Vehicular Environment), 차량용 단거리 전용 통신(DSRC: Dedicated Short Range Communications) 등을 사용한다.
C-V2X는 3GPP에서 셀룰러 이동 통신 기술 기반으로 만든 V2X로, 기존 WAVE와 DSRC 보다 서비스 영역이 넓고 데이터 전송 속도가 빠르다. 따라서 고속으로 주행하는 차량 간(V2V), 차량과 보행자 간(V2P), 차량과 인프라 간(V2I)에 정보를 실시간으로 전달할 수 있다. 차량과 차량, 차량과 노변 기지국(RSU: Road Side Unit) 통신은 단말 간 직접 통신(D2D)이다. 한편 차량과 기지국 사이, RSU와 기지국 사이는 LTE 이동 통신(V2N: Vehicle-to-Network) 기술을 사용하여 교통 정보를 실시간으로 전달할 수 있을 뿐만 아니라 수 킬로미터 전방의 교통 상황 정보 등도 실시간에 제공한다."
페이지랭크,PageRank,,,"인터넷 검색 엔진에서 웹사이트 검색 순위를 정하는 알고리즘.

검색된 웹사이트들 중 다른 웹사이트의 링크를 많이 받는 웹사이트가 중요할 것이라는 개념하에 구글(Google)의 창립자인 래리 페이지(Larry Page)와 세르게이 브린(Sergey Brin)이 개발한 알고리즘이다. PageRank는 래리 페이지의 ‘Page'라는 이름을 따서 명명하였다.
검색 순위를 매기는 방법은, 기본적으로 페이지 내에 다른 웹사이트를 참조한 링크가 있으면 해당 링크가 클릭되는 횟수와 링크가 다른 웹사이트에 얼마나 많이 참조되는지를 토대로 웹사이트에 점수를 매긴다. 그러나, 참조 횟수가 적더라도 검색 순위가 높은 웹사이트가 참조하는 경우에는 점수를 많이 받는다. 검색 엔진은 검색된 웹사이트들의 점수가 높은 순서대로 표시한다.
예를 들어, 그림에서 C 웹사이트는 다른 웹사이트들과 연결된 링크가 E 웹사이트보다 훨씬 적지만, 점수가 높은(즉, 중요도가 높은) B 웹사이트에서 C 웹사이트를 참조하기 때문에 E보다 점수가 높게 매겨진다."
엔진엑스,Nginx,,,"웹 서버용 오픈 소스 소프트웨어.
엔진엑스(Nginx)가 제공하는 각 기능은 모듈화되어 있어 효율적인 운영을 할 수 있고, 아파치(Apache) 웹 서버 소프트웨어보다 메모리 사용이 효율적이며 클라이언트 처리 속도가 더 빠르다.

러시아의 프로그램 개발자인 이고르 시쇼브(Igor Sysoev)가 개발하여 2004년 발표하였다.
웹 서버 소프트웨어로 많이 사용되는 아파치(Apache)는 사용자 트래픽이 폭증하는 경우 신속히 처리하지 못하는 문제가 있다. 엔진엑스(Nginx)는 이러한 문제점을 해결하기 위해 개발된 것으로, 메모리를 사용량이 적어 비교적 가볍고 대량 접속 문제를 신속히 효율적으로 처리한다. Nginx는 기본적인 웹 서버 기능 외에 추가로 ‘캐싱(caching)’, ‘트래픽 부하 균형(load balancing)’, ‘TLS/SSL 보안’, ‘메일 프록시’ 등의 기능을 제공한다."
